"","Country","Year","Code","Region","Income_Group","Pov_1.90","Pov_3.20","Pov_5.50","GDP_Pc","Private_Credit","Mean_Inc","Gov_Cons","Expenses","Inflation","Gini","Exports","Imports","Pop_Growth","Schooling","ATM","Bank_Acc","Bank_Branch"
"4466","Tunisia","1976","TUN","Middle East & North Africa","Lower middle income",NA,NA,NA,1773.57929303437,42.316,NA,15.1629591308846,23.6989136057941,2.89755292567338,NA,29.0843248836006,34.0144852560786,2.26206818102751,NA,NA,NA,NA
"4467","Turkey","1976","TUR","Europe & Central Asia","Upper middle income",NA,NA,NA,5362.49729320673,19.6943,NA,11.4188532555879,14.0792031098154,15.6126574914859,NA,4.85908649173955,10.6656948493683,2.2961563270877,NA,NA,NA,NA
"4468","Tuvalu","1976","TUV","East Asia & Pacific","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933495693605178,NA,NA,NA,NA
"4469","Tanzania","1976","TZA","Sub-Saharan Africa","Low income",NA,NA,NA,NA,2.44826,NA,NA,NA,NA,NA,NA,NA,3.15977647831087,NA,NA,NA,NA
"4470","Uganda","1976","UGA","Sub-Saharan Africa","Low income",NA,NA,NA,NA,6.86512,NA,NA,NA,NA,NA,11.3880603113635,9.60650512810036,2.84706519586493,NA,NA,NA,NA
"4471","Ukraine","1976","UKR","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56744923081588,NA,NA,NA,NA
"4472","Upper middle income","1976","UMC",NA,NA,NA,NA,NA,2514.90862418652,NA,NA,12.7206870550376,NA,10.6403268145008,NA,11.0489370947434,11.4450463678948,1.75198092585372,NA,NA,NA,NA
"4473","Uruguay","1976","URY","Latin America & Caribbean","High income",NA,NA,NA,6280.02226199356,15.8464,NA,14.3970670806223,22.9299468243221,47.2914924142713,NA,19.5594015259108,20.0787726657199,0.396960744668384,NA,NA,NA,NA
"4474","United States","1976","USA","North America","High income",NA,NA,NA,26347.809281996,85.4767,NA,16.8399120786414,19.6885683592824,5.48893982610134,NA,7.96314631492442,8.05001312855276,0.950220048994522,NA,NA,NA,NA
"4475","Uzbekistan","1976","UZB","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74392708227869,NA,NA,NA,NA
"4476","St. Vincent and the Grenadines","1976","VCT","Latin America & Caribbean","Upper middle income",NA,NA,NA,1833.8237870291,31.7028,NA,NA,NA,7.71460394626916,NA,NA,NA,1.07152056154371,NA,NA,NA,NA
"4477","Venezuela","1976","VEN","Latin America & Caribbean","Upper middle income",NA,NA,NA,15053.4402878489,40.5557,NA,14.181815490289,NA,6.19354432405108,NA,29.7245825438181,28.8650225011843,2.79097968043407,NA,NA,NA,NA
"4478","British Virgin Islands","1976","VGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637520594934719,NA,NA,NA,NA
"4479","Virgin Islands (U.S.)","1976","VIR","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,12.6723689316552,NA,NA,NA,1.76453568515418,NA,NA,NA,NA
"4480","Vietnam","1976","VNM","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18946593080841,NA,NA,NA,NA
"4481","Vanuatu","1976","VUT","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11114298583965,NA,NA,NA,NA
"4482","World","1976","WLD",NA,NA,NA,NA,NA,5881.04175503702,NA,NA,16.0586290451847,NA,9.92709445294086,NA,16.7195705629073,17.1609418900303,1.79231614654928,NA,NA,NA,NA
"4483","Samoa","1976","WSM","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660355224264897,NA,NA,NA,NA
"4484","Kosovo","1976","XKX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23916903149012,NA,NA,NA,NA
"4485","Yemen","1976","YEM","Middle East & North Africa","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94529408977283,NA,NA,NA,NA
"4486","South Africa","1976","ZAF","Sub-Saharan Africa","Upper middle income",NA,NA,NA,6264.82652955481,61.3065,NA,13.5788117754249,20.8300606365264,10.4400609041887,NA,26.884287913538,28.0687423418895,2.60551744062108,NA,NA,NA,NA
"4487","Zambia","1976","ZMB","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1534.84991149627,NA,NA,NA,NA,15.2045869825003,NA,NA,NA,3.44850870547245,NA,NA,NA,NA
"4488","Zimbabwe","1976","ZWE","Sub-Saharan Africa","Low income",NA,NA,NA,1391.75698918014,NA,NA,13.8570716001308,NA,-1.66790849140561,NA,21.9602479823415,19.5970981656976,3.10609523668035,NA,NA,NA,NA
"4489","Aruba","1977","ABW","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36378107450423,NA,NA,NA,NA
"4490","Afghanistan","1977","AFG","South Asia","Low income",NA,NA,NA,NA,1.98849,NA,NA,NA,NA,NA,11.6629043316852,14.8231754979077,1.75425549834716,NA,NA,NA,NA
"4491","Angola","1977","AGO","Sub-Saharan Africa","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86934873496287,NA,NA,NA,NA
"4492","Albania","1977","ALB","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21325217885547,NA,NA,NA,NA
"4493","Andorra","1977","AND",NA,NA,NA,NA,NA,42958.8938568115,NA,NA,NA,NA,23.3830925590869,NA,NA,NA,3.08012203010947,NA,NA,NA,NA
"4494","Arab World","1977","ARB",NA,NA,NA,NA,NA,4755.18492006973,NA,NA,18.4213053138416,NA,9.72401199955939,NA,43.5963976905015,36.7015450336501,3.30323914468667,27.88839,NA,NA,NA
"4495","United Arab Emirates","1977","ARE","Middle East & North Africa","High income",NA,NA,NA,107452.18038336,20.7669,NA,NA,NA,5.25575609125819,NA,NA,NA,14.5301191153016,NA,NA,NA,NA
"4496","Argentina","1977","ARG","Latin America & Caribbean","Upper middle income",NA,NA,NA,7681.01757078944,15.5563,NA,9.01540997694691,NA,159.427177705708,NA,9.6158924127723,7.32639415527493,1.50469563987379,NA,NA,NA,NA
"4497","Armenia","1977","ARM","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87871122215915,NA,NA,NA,NA
"4498","American Samoa","1977","ASM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2063742436591,NA,NA,NA,NA
"4499","Antigua and Barbuda","1977","ATG","Latin America & Caribbean","High income",NA,NA,NA,4429.54234592621,44.2505,NA,NA,NA,NA,NA,40.7137723116574,44.9194442959582,0.812900591025075,NA,NA,NA,NA
"4500","Australia","1977","AUS","East Asia & Pacific","High income",NA,NA,NA,28638.4431046687,24.6877,NA,17.4846434148881,23.6585111920875,11.4185312312436,NA,14.0229047371161,14.6538261322228,1.1266726798225,NA,NA,NA,NA
"4501","Austria","1977","AUT","Europe & Central Asia","High income",NA,NA,NA,25736.5512059217,56.8896,NA,17.0109080701459,31.4136612506303,5.19871299796355,NA,27.9539567920211,32.3236388901356,0.0383904939016918,NA,NA,NA,NA
"4502","Azerbaijan","1977","AZE","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62333606978739,NA,NA,NA,NA
"4503","Burundi","1977","BDI","Sub-Saharan Africa","Low income",NA,NA,NA,296.785608182982,4.19303,NA,11.150975482059,NA,14.3041256056411,NA,17.5956102292697,17.2914189235808,2.15685084260825,2.10319,NA,NA,NA
"4504","Belgium","1977","BEL","Europe & Central Asia","High income",NA,NA,NA,25025.0098811635,23.0405,NA,21.6640928566126,NA,7.47805961718106,NA,47.0119767565971,47.9643728536876,0.123479645392964,78.01196,NA,NA,NA
"4505","Benin","1977","BEN","Sub-Saharan Africa","Low income",NA,NA,NA,557.93222697945,23.468,NA,8.30837051951837,NA,5.17688681539887,NA,16.1789026141378,34.7807829045215,2.54462738206331,NA,NA,NA,NA
"4506","Burkina Faso","1977","BFA","Sub-Saharan Africa","Low income",NA,NA,NA,304.242226817525,23.5251,NA,10.032371953129,NA,18.6619763376394,NA,7.9602668654066,30.4432668926016,1.97115631633129,NA,NA,NA,NA
"4507","Bangladesh","1977","BGD","South Asia","Lower middle income",NA,NA,NA,337.713294109014,5.64963,NA,5.08923904100949,NA,-3.21015592853857,NA,7.04075196547742,12.3814462328921,2.60519662946038,14.17164,NA,NA,NA
"4508","Bulgaria","1977","BGR","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519098880350645,NA,NA,NA,NA
"4509","Bahrain","1977","BHR","Middle East & North Africa","High income",NA,NA,NA,NA,37.0123,NA,NA,NA,NA,NA,NA,NA,6.62095793139336,44.49664,NA,NA,NA
"4510","Bahamas","1977","BHS","Latin America & Caribbean","High income",NA,NA,NA,NA,35.6869,NA,15.3295932678822,19.7054698457223,1.72870302823918,NA,82.6507713884993,66.1430575035063,2.15847339109975,NA,NA,NA,NA
"4511","Bosnia and Herzegovina","1977","BIH","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937787828690785,NA,NA,NA,NA
"4512","Belarus","1977","BLR","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551023964944481,NA,NA,NA,NA
"4513","Belize","1977","BLZ","Latin America & Caribbean","Upper middle income",NA,NA,NA,1801.59985650233,26.0735,NA,NA,NA,2.24249544860149,NA,NA,NA,1.35375557159307,NA,NA,NA,NA
"4514","Bermuda","1977","BMU","North America","High income",NA,NA,NA,55903.5590573088,NA,NA,NA,NA,9.2691010950719,NA,NA,NA,0.375939849624052,NA,NA,NA,NA
"4515","Bolivia","1977","BOL","Latin America & Caribbean","Lower middle income",NA,NA,NA,1744.64806139186,13.5168,NA,11.7279075889193,NA,12.5406184316289,NA,26.7741286136789,29.6449420108081,2.19922689878966,NA,NA,NA,NA
"4516","Brazil","1977","BRA","Latin America & Caribbean","Upper middle income",NA,NA,NA,7444.83946688071,33.3935,NA,9.43555428153941,NA,46.179565282368,NA,7.25236847121218,7.91774763658594,2.38022148349614,NA,NA,NA,NA
"4517","Barbados","1977","BRB","Latin America & Caribbean","High income",NA,NA,NA,11291.5719782402,38.1462,NA,17.3185971283121,NA,9.75033574576547,NA,49.5940867303701,61.1052958949718,0.540075633422782,NA,NA,NA,NA
"4518","Brunei Darussalam","1977","BRN","East Asia & Pacific","High income",NA,NA,NA,54151.703021782,NA,NA,7.49976341440333,NA,8.38109941297269,NA,94.6342386675499,16.0878205734835,3.81915644113139,49.52034,NA,NA,NA
"4519","Bhutan","1977","BTN","South Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23091227859502,NA,NA,NA,NA
"4520","Botswana","1977","BWA","Sub-Saharan Africa","Upper middle income",NA,NA,NA,1478.5210621541,19.3732,NA,23.1558185404339,NA,4.93738330972575,NA,50.9007232084155,69.3096646942801,3.89480819601628,12.27787,NA,NA,NA
"4521","Central African Republic","1977","CAF","Sub-Saharan Africa","Low income",NA,NA,NA,624.963005756954,10.7399,NA,12.3562940971371,NA,11.3724628206274,NA,25.2043976967514,34.3249061268158,2.30317341541592,NA,NA,NA,NA
"4522","Canada","1977","CAN","North America","High income",NA,NA,NA,29783.2679243917,55.0767,NA,22.6130269851011,NA,6.79654393334815,NA,22.7746945974611,22.8937392367943,1.17514139244353,NA,NA,NA,NA
"4523","Central Europe and the Baltics","1977","CEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789416924141207,NA,NA,NA,NA
"4524","Switzerland","1977","CHE","Europe & Central Asia","High income",NA,NA,NA,NA,98.0207,NA,NA,NA,NA,NA,NA,NA,-0.339010906485653,NA,NA,NA,NA
"4525","Channel Islands","1977","CHI","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221185913817682,NA,NA,NA,NA
"4526","Chile","1977","CHL","Latin America & Caribbean","High income",NA,NA,NA,4350.49658709172,11.0615,NA,14.5737907794255,27.2109997708235,101.773621851439,NA,19.7274876646806,22.0214253681111,1.54047445334546,NA,NA,NA,NA
"4527","China","1977","CHN","East Asia & Pacific","Upper middle income",NA,NA,NA,279.32454675135,NA,NA,12.6153846153846,NA,1.0937717777378,NA,4.29846153846154,4.08615384615385,1.36277947570678,NA,NA,NA,NA
"4528","Cote d'Ivoire","1977","CIV","Sub-Saharan Africa","Lower middle income",NA,NA,NA,2256.93425988363,32.4531,NA,13.6239602856786,NA,28.7512918319613,NA,42.6260418396138,36.3305621867922,4.59931989629449,NA,NA,NA,NA
"4529","Cameroon","1977","CMR","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1139.00371045376,22.0093,NA,9.82014532384022,NA,5.88477383367574,NA,25.0599528630765,27.8057560932966,2.84746880874934,12.11957,NA,NA,NA
"4530","Congo Dem. Rep.","1977","COD",NA,NA,NA,NA,NA,944.986176005636,NA,NA,NA,NA,37.2716487302664,NA,NA,NA,2.88046545851238,NA,NA,NA,NA
"4531","Congo Rep.","1977","COG","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1785.0190360966,20.5715,NA,19.3616968085106,NA,14.5245314549523,NA,45.5849946808511,65.2659574468085,2.9229640827377,NA,NA,NA,NA
"4532","Colombia","1977","COL","Latin America & Caribbean","Upper middle income",NA,NA,NA,3427.41271950636,25.32,NA,7.711419509545,NA,29.1528170716041,NA,16.8656576758763,13.1987670890425,2.27117963865291,NA,NA,NA,NA
"4533","Comoros","1977","COM","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67188797826872,NA,NA,NA,NA
"4534","Cabo Verde","1977","CPV","Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,2.69073,NA,NA,NA,NA,NA,NA,NA,0.769908010955387,NA,NA,NA,NA
"4535","Costa Rica","1977","CRI","Latin America & Caribbean","Upper middle income",NA,NA,NA,4840.42939915007,24.5424,NA,15.9817250582348,16.1408548982909,16.9387781436007,NA,30.8689102619549,36.3347734077479,2.57986946372369,NA,NA,NA,NA
"4536","Caribbean small states","1977","CSS",NA,NA,NA,NA,NA,5641.40838512124,NA,NA,NA,NA,11.1184161422019,NA,NA,NA,1.09276278492534,55.9117,NA,NA,NA
"4537","Cuba","1977","CUB","Latin America & Caribbean","Upper middle income",NA,NA,NA,3034.88848331486,NA,NA,31.6769393338883,NA,-4.19392437329705,NA,32.6290234363567,44.1847039749441,0.942800987226695,NA,NA,NA,NA
"4538","Curacao","1977","CUW","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401528490494618,NA,NA,NA,NA
"4539","Cayman Islands","1977","CYM","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09949670998945,NA,NA,NA,NA
"4540","Cyprus","1977","CYP","Europe & Central Asia","High income",NA,NA,NA,10746.5719527791,61.4285,NA,13.9919627538337,23.3443620610117,8.89688573568263,NA,47.8137575488377,67.7617510246444,1.20842368373801,63.54257,NA,NA,NA
"4541","Czech Republic","1977","CZE","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59879976253946,NA,NA,NA,NA
"4542","Germany","1977","DEU","Europe & Central Asia","High income",NA,NA,NA,23996.7729121627,72.2978,NA,20.2275483151355,24.8111263001641,3.10071824659414,NA,18.0292954608651,20.2008551365846,-0.226376662518719,NA,NA,NA,NA
"4543","Djibouti","1977","DJI","Middle East & North Africa","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0077082385879,NA,NA,NA,NA
"4544","Dominica","1977","DMA","Latin America & Caribbean","Upper middle income",NA,NA,NA,2619.90082932723,28.4336,NA,NA,NA,NA,NA,32.6990107410841,48.362240577554,1.05305211985782,NA,NA,NA,NA
"4545","Denmark","1977","DNK","Europe & Central Asia","High income",NA,NA,NA,34660.8123647392,26.0927,NA,23.8013818948355,30.4515416659696,8.87586144964708,NA,28.357619661051,31.9251166914828,0.311445515827576,NA,NA,NA,NA
"4546","Dominican Republic","1977","DOM","Latin America & Caribbean","Upper middle income",NA,NA,NA,2444.3659668076,26.4706,NA,4.12782803950208,NA,10.5763558532241,NA,21.0745415011663,28.2774502408929,2.45307452677469,NA,NA,NA,NA
"4547","Algeria","1977","DZA","Middle East & North Africa","Upper middle income",NA,NA,NA,3345.37801658058,46.3365,NA,14.7080818802228,NA,11.92709942064,NA,30.58656693011,41.7403173005898,2.86681867439648,NA,NA,NA,NA
"4548","East Asia & Pacific (excluding high income)","1977","EAP",NA,NA,NA,NA,NA,462.688655710953,NA,NA,12.4731333892065,NA,NA,NA,8.77038882732358,8.40748485029345,1.61589441574796,NA,NA,NA,NA
"4549","Early-demographic dividend","1977","EAR",NA,NA,NA,NA,NA,1962.80852899231,NA,NA,13.0478316832658,NA,10.6633484576259,NA,18.508173319121,18.9229741838482,2.44272653344191,NA,NA,NA,NA
"4550","East Asia & Pacific","1977","EAS",NA,NA,NA,NA,NA,2673.29176643654,NA,NA,13.4287057006675,NA,6.86512095978955,NA,16.288236384062,15.5156986227691,1.56137033166776,NA,NA,NA,NA
"4551","Europe & Central Asia (excluding high income)","1977","ECA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07886506983978,NA,NA,NA,NA
"4552","Europe & Central Asia","1977","ECS",NA,NA,NA,NA,NA,13739.4014902279,NA,NA,18.6624814898228,30.2858743851345,NA,NA,23.2590140424498,24.7088158514613,0.680158692649087,NA,NA,NA,NA
"4553","Ecuador","1977","ECU","Latin America & Caribbean","Upper middle income",NA,NA,NA,3507.29694561304,17.29,NA,20.9127959640183,NA,19.3607180667517,NA,16.3028768282836,18.1393334090066,2.67763576035029,NA,NA,NA,NA
"4554","Egypt","1977","EGY","Middle East & North Africa","Lower middle income",NA,NA,NA,931.367354584224,16.617,NA,20.6677304230259,42.4365704819791,12.3379171370304,NA,21.5861338140538,31.365790082705,2.31148580749538,NA,NA,NA,NA
"4555","Euro area","1977","EMU",NA,NA,NA,NA,NA,21609.7797303008,NA,NA,18.2705320949394,30.1967942558431,8.84282619731553,NA,22.642155494886,23.9327862131065,0.391704217844335,74.59193,NA,NA,NA
"4556","Eritrea","1977","ERI","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7433135439064,NA,NA,NA,NA
"4557","Spain","1977","ESP","Europe & Central Asia","High income",NA,NA,NA,17261.6569978345,76.7059,NA,12.0133403293515,NA,23.3830699950346,NA,13.3154237443095,15.8771884536989,1.02913180859153,64.37183,NA,NA,NA
"4558","Estonia","1977","EST","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73604373010673,NA,NA,NA,NA
"4559","Ethiopia","1977","ETH","Sub-Saharan Africa","Low income",NA,NA,NA,NA,13.8599,NA,NA,NA,NA,NA,NA,NA,1.42432876798224,NA,NA,NA,NA
"4560","European Union","1977","EUU",NA,NA,NA,NA,NA,18544.2380747241,NA,NA,18.9299322450001,30.9711479894235,8.89688573568263,NA,23.8368269746959,24.8564529092701,0.412947235535711,74.92393,NA,NA,NA
"4561","Fragile and conflict affected situations","1977","FCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7947149122414,NA,NA,NA,2.96947642821095,NA,NA,NA,NA
"4562","Finland","1977","FIN","Europe & Central Asia","High income",NA,NA,NA,22274.2003438967,42.8748,NA,18.3968282788807,26.1635138237315,9.41866214077014,NA,26.8313671287548,25.5197287750197,0.279738313043981,NA,NA,NA,NA
"4563","Fiji","1977","FJI","East Asia & Pacific","Upper middle income",NA,NA,NA,2764.15282903155,16.8527,NA,15.4976589142519,NA,-0.0320297667150271,NA,43.917577905277,46.6747826123842,1.81134825612311,NA,NA,NA,NA
"4564","France","1977","FRA","Europe & Central Asia","High income",NA,NA,NA,24867.5019495597,44.3089,NA,20.1625125893477,34.1313040251288,8.78876665894843,NA,20.2335670307392,20.4024028134951,0.407972848801049,77.1638,NA,NA,NA
"4565","Faroe Islands","1977","FRO","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01518887163341,NA,NA,NA,NA
"4566","Micronesia","1977","FSM","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63481687890147,NA,NA,NA,NA
"4567","Gabon","1977","GAB","Sub-Saharan Africa","Upper middle income",NA,NA,NA,16663.5296748042,16.3691,NA,18.0962039988409,NA,9.7956800306458,NA,51.5937409446537,51.2605042016807,2.23525258101124,NA,NA,NA,NA
"4568","United Kingdom","1977","GBR","Europe & Central Asia","High income",NA,NA,NA,20689.6570174983,24.7852,NA,20.2839286945682,34.5281667727562,13.7267629192337,NA,29.0532806200934,28.3698017451729,-0.0328738482390269,76.8501299999999,NA,NA,NA
"4569","Georgia","1977","GEO","Europe & Central Asia","Upper middle income",NA,NA,NA,3327.27542818603,NA,NA,NA,NA,1.43801158833743,NA,NA,NA,0.681625222138157,NA,NA,NA,NA
"4570","Ghana","1977","GHA","Sub-Saharan Africa","Lower middle income",NA,NA,NA,899.223596562946,5.26797,NA,12.6220550031354,NA,67.2507824027144,NA,10.4989698109827,11.5470751590074,1.64665096563449,NA,NA,NA,NA
"4571","Gibraltar","1977","GIB","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536517952524422,NA,NA,NA,NA
"4572","Guinea","1977","GIN","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384575338576743,NA,NA,NA,NA
"4573","Gambia","1977","GMB","Sub-Saharan Africa","Low income",NA,NA,NA,538.348947450942,12.9834,NA,29.2436351670187,NA,22.5954017836133,NA,36.7355007940942,47.5171174744616,2.83195397822292,NA,NA,NA,NA
"4574","Guinea-Bissau","1977","GNB","Sub-Saharan Africa","Low income",NA,NA,NA,500.758996015451,NA,NA,18.5347580585905,NA,3.0658372498513,NA,9.30433013231745,32.6021772183379,0.330763999034184,NA,NA,NA,NA
"4575","Equatorial Guinea","1977","GNQ","Sub-Saharan Africa","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21188440609132,NA,NA,NA,NA
"4576","Greece","1977","GRC","Europe & Central Asia","High income",NA,NA,NA,17782.1208458912,22.1964,NA,15.4327740027312,20.3091167169201,13.7544018327899,NA,13.9802280479761,20.6813556454593,1.30110948889596,62.02369,NA,NA,NA
"4577","Grenada","1977","GRD","Latin America & Caribbean","Upper middle income",NA,NA,NA,2945.87867445821,34.1785,NA,NA,NA,NA,NA,37.7651453165234,45.5875553889446,-1.37981828071676,NA,NA,NA,NA
"4578","Greenland","1977","GRL","Europe & Central Asia","High income",NA,NA,NA,23130.1993274424,NA,NA,NA,NA,6.98210725082993,NA,NA,NA,-0.605450890870626,NA,NA,NA,NA
"4579","Guatemala","1977","GTM","Latin America & Caribbean","Lower middle income",NA,NA,NA,2361.92120124219,11.2451,NA,6.46838768475914,NA,16.4528645440376,NA,24.4557969361994,26.256729267157,2.48879826271298,NA,NA,NA,NA
"4580","Guam","1977","GUM","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16951193522467,NA,NA,NA,NA
"4581","Guyana","1977","GUY","Latin America & Caribbean","Upper middle income",NA,NA,NA,2099.84596655874,13.164,NA,25.7846536854272,NA,1.67956520913512,NA,63.2079665688628,78.7676713790344,1.09765200910263,NA,NA,NA,NA
